titulo_pelicula,director,ciclo,pais,asistencia,funciones,genero,anio_exhibicion,mes_exhibicion,lugar_exhibicion
"ALEMANIA, AÑO CERO",Roberto Rossellini,Retrospectiva Roberto Rossellini,"Italia , Alemania",90,1,Adultos,2021,Mayo,Foro
SUPERNOVA,Bartosz Kruhlik,CC, Polonia,393,4,Adultos,2021,Mayo,Foro
AMOR,Roberto Rossellini,Retrospectiva Roberto Rossellini,Italia,0,S /F,Adultos,2021,Mayo,Foro
STROMBOLI,Roberto Rossellini,Retrospectiva Roberto Rossellini,Italia,53,1,Adultos,2021,Mayo,Foro
VIAJE A ITALIA,Roberto Rossellini,Retrospectiva Roberto Rossellini,Italia,81,2,Adultos,2021,Mayo,Foro
VENDRA LA MUERTE Y TENDRA TUS OJOS,Raúl Araiza,CC, México,261,4,Adultos,2021,Mayo,Foro
LA MÁQUINA MATAMALVADOS,Roberto Rossellini,Retrospectiva Roberto Rossellini,Italia,43,1,Adultos,2021,Mayo,Foro
ANGUSTIA,Roberto Rossellini,Retrospectiva Roberto Rossellini,"República Federal de Alemania, Italia",85,1,Adultos,2021,Mayo,Foro
INDIA,Roberto Rossellini,Retrospectiva Roberto Rossellini,", Italia, Francia",82,1,Adultos,2021,Mayo,Foro
LOS DÍAS MÁS OSCUROS DE NOSOTRAS,Astrid Rondero,CC, México,191,3,Adultos,2021,Mayo,Foro
LA FUERZA DE LA RAZÓN,Roberto Rossellini,Retrospectiva Roberto Rossellini,Italia,15,1,Adultos,2021,Mayo,Foro
¿QUÉ LE PASO A LAS ABEJAS?,Adriana Ortero y Robin Canul,CC,México,1568,38,Adultos,2021,Junio,Sala
8.5,Federico Fellini,Estreno,"Italia, Francia",2314,30,Adultos,2021,Junio,Sala
A MORIR A LOS DESIERTOS,Marta Ferrer,CC,México,687,43,Adultos,2021,Junio,Sala
ABRIL Y EL MUNDO EXTRAORDINARIO,Christian Desmares y Franck Ekinci,Matiné Infantil ,"Francia, Bélgica, Candá",57,34,NIÑOS,2021,Junio,Sala / Virtual
ALELÍ,Leticia Jorge,Estreno,Uruguay Argentina,668,20,Adultos,2021,Junio,Sala
AMOR AMARGO,Julien Paolini,CC,"Francia, Italia",40,26,Adultos,2021,Junio,Sala
ÁNGELES CAÍDOS,Wong Kar Wai,Estreno,Hong Kong,1553,13,Adultos,2021,Junio,Sala
ANTE LA NATURALEZ,Roberto Rossellini,CC,Noruega,3918,14,Adultos,2021,Junio,Virtual
ASTRO BOY: HÉROE DEL ESPACIO,Stepán Altrichter,Retrospectiva Osamu Tezuka,Japón,205,2,Adultos,2021,Junio,Sala
AYER MARAVILLA FUI,Kleber Mendonca Filho y Juliano Dornelles,CC,México,307,20,Adultos,2021,Junio,Sala
BAILARINA,Kantemir Balagov,Matiné Infantil ,"Canadá , Francia",218,9,NIÑOS,2021,Junio,Sala
BALAOU,Stanley Donen y Gene Kelly,Semana de Cine Portugués,Portugal,52,2,Adultos,2021,Junio,Sala
BLACK JACK: LA PELÍCULA,Osamu D,Retrospectiva Osamu Tezuka,Japón,191,2,Adultos,2021,Junio,Sala
CHUNGKING EXPRESS,Wong Kar-Wai,CC,Hong Kong,1130,17,Adultos,2021,Junio,Sala
COSAS IMPOSIBLES,Wong Kar-Wai,CC,México,977,13,Adultos,2021,Junio,Sala
COSAS QUE NO HACEMOS,Daniela Broitman,Estreno,México,300,6,Adultos,2021,Junio,Sala
CUENTA FINAL,Luke Holland ,Estreno,Reino Unido,783,20,Adultos,2021,Junio,Sala
EL AGENTE TOPO,Maite Alberdi,CC,Chile,1196,46,Adultos,2021,Junio,Sala
EL BOTÓN DE NÁCAR,Patricio Guzmán ,CC,"Chile, Francia, España",3571,40,Adultos,2021,Junio,Virtual
EL BRAZO FUERTE,Giovanni Korporaal,CC,México,1758,14,Adultos,2021,Junio,Virtual
EL DESPERTAR DE LA FIERA :DOGMAN,Matteo Garrone,CC,"Italia, Alemania",2394,35,Adultos,2021,Junio,Sala
EL DESPERTAR DE NORA,Leonie Krippendorff,CC,Alemania,465,19,Adultos,2021,Junio,Sala
EL DIABLO ENTRE LAS PIERNAS,Arturo Ripstein,Estreno,"México, España",2349,30,Adultos,2021,Junio,Sala
EL FIN DEL MUNDO,Brasil da Cunha,Semana de Cine Portugués,"Portugal, Suiza",107,2,Adultos,2021,Junio,Sala
EL PADRE,Florian Zeller,CC,"Reino Unido , Francia",1239,23,Adultos,2021,Junio,Sala
ÉRASE UNA VEZ EN VENEZUELA,Anabel Rodríguez Ríos,Estreno,"Venezuela, Brasil , Reino Unido, Austria",356,15,Adultos,2021,Junio,Sala
FIRST COW,Kelly Reichardt,Estreno,Estados Unidos ,1348,41,Adultos,2021,Junio,Sala
GLORIA MUNDI,Robert Guédiguian,CC,"Francia, Italia",341,40,Adultos,2021,Junio,Sala
GUERRA,"José Oliveira , Marta Ramos",Semana de Cine Portugués,Portugal,72,2,Adultos,2021,Junio,Sala
"KIMBA, EL LEÓN BLANCO",Eiichi Yamamoto,Retrospectiva Osamu Tezuka,Japón,132,2,Adultos,2021,Junio,Sala
LA BELLE ÉPOQUE,Nicolas Bedos,CC,Francia,2330,39,Adultos,2021,Junio,Sala
LA DIOSA DEL ASFALTO,Julián Hernández,CC,México,1030,26,Adultos,2021,Junio,Sala
LA DULCE VIDA,Federico Fellini,CC,"Italia , Francia",103,28,Adultos,2021,Junio,Virtual
LA FIERA Y LA FIESTA,Laura Amelia Guzmán e Israel Cárdenas,CC,"Republica Dominicana, Argentina, México",492,44,Adultos,2021,Junio,Sala
LA HISTORIA DE OSAMU TEZUKA,Masami Hata y Shigeyuki Hayashi,Retrospectiva Osamu Tezuka,Japón,68,2,Adultos,2021,Junio,Sala
LA LARGA NOCHE DE FRANCISCO SANCTIS,Andrea Testa y Francisco Márquez,CC,Argentina,376,34,Adultos,2021,Junio,Sala
LA MAMI,Laura Herrero Garvín,CC,"México, España",928,44,Adultos,2021,Junio,Sala
LA MANO,Wong Kar Wai,CC,Hong Kong,756,17,Adultos,2021,Junio,Sala
LA PALOMA Y EL LOBO,Carlos Lenin Treviño,CC,México,203,14,Adultos,2021,Junio,Sala
LA SERPIENTE DE LA LUNA DE LOS PIRATAS,Jean -Louis Jorge,Funcion especial,"Repóblica Dominicana, Estados Unidos ",39,1,Adultos,2021,Junio,Sala
LAS MIL Y UNA NOCHES,Eiichi Yamamoto,Retrospectiva Osamu Tezuka,Japón,184,2,Adultos,2021,Junio,Sala
"LEO, EL REY DE LA SELVA",Yoshio Takeuchi,Retrospectiva Osamu Tezuka,Japón,93,2,Adultos,2021,Junio,Sala
LEONA ,Isaac Cherem,CC, México,100,26,Adultos,2021,Junio,Sala
LLÉVAME CONTIGO,Micaela Rueda,CC,"Ecuadr, México, Colombia",704,41,Adultos,2021,Junio,Sala
LOS BANDIDOS DE KELLY,Justin Kurzel,CC,Australia,879,29,Adultos,2021,Junio,Sala
LOS DÍAS MÁS OSCUROS DE NOSOTRAS,Astrid Rondero,CC, México,64,26,Adultos,2021,Junio,Sala
LOS LOBOS,Samuel Kishi,Estreno,"México, Estados Unidos",1251,20,Adultos,2021,Junio,Sala
LOS PAISAJES,Rodrigo Cervantes,CC,México-Francia-Reino Unido,823,33,Adultos,2021,Junio,Sala
LUX AETERNA,Gaspar Noé,Estreno,Francia,4535,40,Adultos,2021,Junio,Sala
MATTHIAS Y MAXIME,Xavier Dolan,Estreno,Canadá ,626,6,Adultos,2021,Junio,Sala
MELODRAMA,Jean -Louis Jorge,Funcion especial,Francia,59,1,Adultos,2021,Junio,Sala
MINARI,Lee Isaac Chung,CC,Estados Unidos ,440,17,Adultos,2021,Junio,Sala
"MONROVIA, INDIANA",Frederick Wiseman,CC,Estados Unidos ,25,26,Adultos,2021,Junio,Virtual
MUERTE AL VERANO ,Sebastián Padilla,Estreno,México,627,13,Adultos,2021,Junio,Sala
NOMADLAND,Chloé Zhao,CC,Estados Unidos ,1252,29,Adultos,2021,Junio,Sala
NOTAS PARA NO OLVIDAR,Hatuey Viveros,CC,México,519,36,Adultos,2021,Junio,Sala
PASTOR O IMPOSTOR,Jan Komasa,CC," Polonia, Francia",191,26,Adultos,2021,Junio,Sala
PRESENTE PERFECTO,Shenge Zhu,Estreno,China,617,27,Adultos,2021,Junio,Sala
PROGRAMA 1 PORTUGUÉS,Varios,Semana de Cine Portugués,Portugal,36,2,Adultos,2021,Junio,Sala
Programa 2 Portugués,Varios,Semana de Cine Portugués,Portugal,21,2,Adultos,2021,Junio,Sala
PROGRAMA DE CORTOMETRAJES 1 TEZUKA,Osamu ,Retrospectiva Osamu Tezuka,Japón,65,2,Adultos,2021,Junio,Sala
PROGRAMA DE CORTOMETRAJES 2 TEZUKA,Osamu,Retrospectiva Osamu Tezuka,Japón,100,2,Adultos,2021,Junio,Sala
PROGRAMA DE CORTOMETRAJES 3 TEZUKA,Osamu,Retrospectiva Osamu Tezuka,Japón,63,2,Adultos,2021,Junio,Sala
PROGRAMA DOBLE TEZUKA,Osamu,Retrospectiva Osamu Tezuka,Japón,122,2,Adultos,2021,Junio,Sala
RETRATO DE UNA MADRE IMPERFECTA,Amanda Kernell,CC,Suecia,908,32,Adultos,2021,Junio,Sala
RÍO ESCONDIDO,Funcion,Funcion especial,Sin dato,156,2,Adultos,2021,Junio,Sala
SÉ NATURAL: LA VIDA DE ALICE GUY BLACHÉ,Pamela B Green,Estreno,Estados Unidos ,190,9,Adultos,2021,Junio,Sala
SELVA TRÁGICA,Yulene Olaizola,ESTRENO,"México, Francia, Colombia",986,29,Adultos,2021,Junio,Sala
SOÑAMOS UN PAÍS,"Camilo de Sousa, Isabel Noronha",Semana de Cine Portugués,"Portugal, Mozambique",64,2,Adultos,2021,Junio,Sala
TECHNOBOSS,Joao Nicolau,Semana de Cine Portugués,"Portugal , Francia",79,2,Adultos,2021,Junio,Sala
TINTA BRUTA,Filipe Matzembacher y Marcio Reolon,ESTRENO,Brasil,213,6,Adultos,2021,Junio,Sala
TRÓPICO FANTASMA,Das Devos,ESTRENO,Bélgica,351,9,Adultos,2021,Junio,Sala
UNA RONDA MAS,Thomas Vinterberg,ESTRENO,"Dinamarca, Suecia, Países bajos",5590,39,Adultos,2021,Junio,Sala
"YAMA NO ANATA, MÁS ALLA DE LAS MONTAÑAS",Aya koreyzky,Semana de Cine Portugués,Portugal,48,2,Adultos,2021,Junio,Sala
RAICES DE SANGRE,Jesus Salvador Treviño,CineMexicano, México,33,1,Adultos,2021,Junio,Foro
VIDAS ERRANTES,Juan Antonio de la Riva,CineMexicano, México,36,1,Adultos,2021,Junio,Foro
PUEBLO DE MADERA,Juan Antonio de la Riva y Francisco Sanchez,CineMexicano, México,S/F,S/F,Adultos,2021,Junio,Foro
AMOR AMARGO,Julien Paolini,CC,"Francia, Italia",62,3,Adultos,2021,Junio,Foro
LA GUERRA SANTA,Carlos Enrique Taboada,CineMexicano, México,S/F,S/F,Adultos,2021,Junio,Foro
LOS VUELTOS LOCOS DEL CORAZÓN,Hatuey Viveros,CineMexicano, México,20,1,Adultos,2021,Junio,Foro
EL RINCÓN DE LAS VÍRGENES,Alberto Isaac,CineMexicano," México, España",30,1,Adultos,2021,Junio,Foro
LA PALOMA Y EL LOBO,Carlos Lenin Treviño,CC,México,107,4,Adultos,2021,Junio,Foro
UNA CITA DE AMOR,Emilio Fernandez,CineMexicano,México,58,1,Adultos,2021,Junio,Foro
LLÁMAME MIKE,Alfredo Gurrola,CineMexicano,México,64,1,Adultos,2021,Junio,Foro
DÍAS DIFÍCILES,Alejandro Pelayo,CineMexicano,México,38,1,Adultos,2021,Junio,Foro
TWIN PEAKS: FUEGO CAMINA CONTIGO,David Lynch,CC,Estados Unidos,209,5,Adultos,2021,Junio,Foro
LA OTRA VIRGINIDAD,Juan Manuel Torres,CineMexicano,México,S/F,S/F,Adultos,2021,Junio,Foro
LO QUE IMPORTA ES VIVIR,Luis Alcoriza,CineMexicano,México,26,1,Adultos,2021,Junio,Foro
MATÉN AL LEÓN,José Estrada,CineMexicano,México,28,1,Adultos,2021,Junio,Foro
CASCABEL,Raúl Araiza,CineMexicano,México,S/F,S/F,Adultos,2021,Junio,Foro
LOS INDOLENTES,José Estrada,CineMexicano,México,S/F,S/F,Adultos,2021,Junio,Foro
¿QUÉ LE PASO A LAS ABEJAS?,Adriana Ortero y Robin Canul,CC,México,783,22,Adultos,2021,julio ,Sala
2046,Wong Kar Wai,Estreno,Hong Kong,224,2,Adultos,2021,julio ,Sala
8.5,Federico Fellini,CC,"Italia, Francia",2077,31,Adultos,2021,julio ,Sala
A MORIR A LOS DESIERTOS,Marta Ferrer,CC,México,250,18,Adultos,2021,julio ,Sala
ABRIL Y EL MUNDO EXTRAORDINARIO,Christian Desmares y Franck Ekinci,Matiné Infantil ,"Francia, Bélgica, Candá",51,25,NIÑOS,2021,julio ,Sala / Virtual
ADAM,María Sólrún,Estreno," Alemania, Islandia, México, Estados Unidos",1632,32,Adultos,2021,julio ,Sala
ADIÓS A LA MEMORIA,Nicolás Prividera,40 Foro Internacional de Cine,Argentina,342,12,Adultos,2021,julio ,Sala
AL OTRO LADO DEL PARAÍSO,CC,CC,André Ristum,64,53,Adultos,2021,julio ,Virtual
ALELÍ,Leticia Jorge,CC,Uruguay Argentina,894,30,Adultos,2021,julio ,Sala
AMOR AMARGO,Julien Paolini,CC,"Francia, Italia",21,16,Adultos,2021,julio ,Virtual
"ANA, SIN TÍTULO",Lúcia Murat,40 Foro Internacional de Cine,"Brasil, Cuba, Argentina, México, Chile",272,12,Adultos,2021,julio ,Sala
ÁNGELES CAÍDOS,Wong Kar Wai,CC,Hong Kong,2026,29,Adultos,2021,julio ,Sala
BRUMA DE CALOR,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,89,2,Adultos,2021,julio ,Sala
BUÑUEL EN EL LABERINTO DE LAS TORTUGAS,Salvador Simón,CC,"España , Paises bajos",102,60,Adultos,2021,julio ,Virtual
CAPONE LLLORA MUCHO,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,60,2,Adultos,2021,julio ,Sala
CARMEN DE KAWACHI,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,72,2,Adultos,2021,julio ,Sala
CATORCE. HISTORIA DE UNA AMISTAD,Dan Sallitt,Estreno,Estados Unidos ,1003,23,Adultos,2021,julio ,Sala
CHICO VENTANA TAMBIÉN QUISIERA TENER UN SUBMARINO,Alex Piperno,40 Foro Internacional de Cine,"Uruguay, Argentina, Brasil, Paises Bajos, Filipinas",362,12,Adultos,2021,julio ,Sala
COSAS IMPOSIBLES,Wong Kar-Wai,CC,México,1940,31,Adultos,2021,julio ,Sala
COSAS QUE NO HACEMOS,Daniela Broitman,CC,México,936,31,Adultos,2021,julio ,Sala
CUENTA FINAL,Luke Holland ,CC,Reino Unido,248,13,Adultos,2021,julio ,Sala
EL AGENTE TOPO,Maite Alberdi,CC,Chile,16,1,Adultos,2021,julio ,Sala
EL BOTÓN DE NÁCAR,Patricio Guzmán ,CC,"Chile, Francia, España",17,16,Adultos,2021,julio ,Virtual
EL DESPERTAR DE LA FIERA :DOGMAN,Matteo Garrone,CC,"Italia, Alemania",206,4,Adultos,2021,julio ,Sala
EL DESPERTAR DE NORA,Leonie Krippendorff,CC,Alemania,161,5,Adultos,2021,julio ,Sala
EL DIABLO ENTRE LAS PIERNAS,Arturo Ripstein,CC,"México, España",1232,42,Adultos,2021,julio ,Sala / Virtual
EL MISTERIO DEL SR. PICK,Rémi Bezancon,CC,"Francia, Belgica",189,67,Adultos,2021,julio ,Virtual
EL NIÑO Y EL MUNDO,Ale Abreu,Matiné Infantil ,Brasil,318,9,NIÑOS,2021,julio ,Sala
EL VAGABUNDO DE TOKIO,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,127,2,Adultos,2021,julio ,Sala
ELEGÍA DE LA LUCHA,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,100,2,Adultos,2021,julio ,Sala
ÉRASE UNA VEZ EN VENEZUELA,Anabel Rodríguez Ríos,CC,"Venezuela, Brasil , Reino Unido, Austria",621,43,Adultos,2021,julio ,Sala
ESTABA EN CASA PERO..,Angela Schanelec,40 Foro Internacional de Cine,"Alemania, Serbia",279,12,Adultos,2021,julio ,Sala
FAUNA,Nicolás Pereda,40 Foro Internacional de Cine,"México, Serbia",364,12,Adultos,2021,julio ,Sala
FERAL,Andrés Kaiser,Estreno,México,2088,30,Adultos,2021,julio ,Sala
FIRST COW,Kelly Reichardt,CC,Estados Unidos ,181,13,Adultos,2021,julio ,Sala
FRACTAL,Mariana González,Estreno,México,160,2,Adultos,2021,julio ,Sala
HISTORIA DE DOLOR Y TRISTEZA,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,129,2,Adultos,2021,julio ,Sala
JUANA DE ARCO,Bruno Dumont,Funcion especial,Francia,117,1,Adultos,2021,julio ,Sala
KILLING (MASACRE),Shinya Tsukamoto,Estreno,Japón,532,9,Adultos,2021,julio ,Sala
LA BELLE ÉPOQUE,Nicolas Bedos,CC,Francia,1039,15,Adultos,2021,julio ,Sala
LACORDILLERA DE LOS SUEÑOS,Patricio Guzmán ,40 Foro Internacional de Cine,"Chile, Francia",472,12,Adultos,2021,julio ,Sala
LA DULCE VIDA,Federico Fellini,CC,"Italia , Francia",73,37,Adultos,2021,julio ,Virtual
LA FIERA Y LA FIESTA,Laura Amelia Guzmán e Israel Cárdenas,CC,"Republica Dominicana, Argentina, México",106,8,Adultos,2021,julio ,Sala
LA JUVENTUD DE LA BESTIA,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,130,2,Adultos,2021,julio ,Sala
LA LLORONA,Jayro Bustamante,Estreno,"Guatemala, Francia",168,2,Adultos,2021,julio ,Sala
LA MAMI,Laura Herrero Garvín,CC,"México, España",241,16,Adultos,2021,julio ,Sala
LA NOVIA EN EL DESIERTO ,Cecilia Atán y Valeria Pivato,CC,"Argentina , Chile",4,6,Adultos,2021,julio ,Virtual
LA PUERTA DE LA CARNE,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,161,2,Adultos,2021,julio ,Sala
LA VERDAD,Hirokazu Kore-eda,Estreno,Fracia,2582,45,Adultos,2021,julio ,Sala
LA VIDA DE UN TATUADOR,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,115,2,Adultos,2021,julio ,Sala
LAS CRUCES,"Teresa Arredondo, Carlos Vásquez Méndez",40 Foro Internacional de Cine,Chile,180,12,Adultos,2021,julio ,Sala
LEONA ,Isaac Cherem,CC, México,176,72,Adultos,2021,julio ,Virtual
LIBERTAD,Albert Serra,40 Foro Internacional de Cine,"Francia, Portugal, España, Alemania",635,12,Adultos,2021,julio ,Sala
LITTLE GIRL,Sébastian Lifshitz,Estreno,"Francia, Dinamarca",123,2,Adultos,2021,julio ,Sala
LITTLE JOE: LA FLOR DE LA FELICIDAD,Jessica Hausner,Estreno,Australia,655,9,Adultos,2021,julio ,Sala
LLÉVAME CONTIGO,Micaela Rueda,CC,"Ecuadr, México, Colombia",106,60,Adultos,2021,julio ,Virtual
LOS AMORES DE UNA RUBIA,Milos Forman,40 Foro Internacional de Cine,Checoslovaquia,567,12,Adultos,2021,julio ,Sala
LOS BANDIDOS DE KELLY,Justin Kurzel,CC,Australia,14,1,Adultos,2021,julio ,Sala
LOS DÍAS MÁS OSCUROS DE NOSOTRAS,Astrid Rondero,CC, México,86,44,Adultos,2021,julio ,Virtual
LOS LOBOS,Samuel Kishi,CC,"México, Estados Unidos",1400,40,Adultos,2021,julio ,Sala
LOS PAISAJES,Rodrigo Cervantes,CC,México-Francia-Reino Unido,321,19,Adultos,2021,julio ,Sala
LOS TOMATES ESCUCHAN WAGNER,Marianna Economou,CC,Grecia,13,6,Adultos,2021,julio ,Virtual
LUNA ROJA,Lois Patiño,40 Foro Internacional de Cine,España,570,12,Adultos,2021,julio ,Sala
"LUNA, 66 PREGUNTAS",Jacqueline Lentzou,40 Foro Internacional de Cine,"Grecia, España",420,12,Adultos,2021,julio ,Sala
LUX AETERNA,Gaspar Noé,CC,Francia,2893,54,Adultos,2021,julio ,Sala
MARCADOR PARA MATAR,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,179,2,Adultos,2021,julio ,Sala
MATTHIAS Y MAXIME,Xavier Dolan,CC,Canadá ,1925,6,Adultos,2021,julio ,Sala
MELODÍA GITANA,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,103,2,Adultos,2021,julio ,Sala
"MONROVIA, INDIANA",Frederick Wiseman,CC,Estados Unidos ,7,16,Adultos,2021,julio ,Virtual
MS SLAVIC 7 CARTAS DE UN AMOR OCULTO,Sofia Bohdanowicz y Deragh Campbell,40 Foro Internacional de Cine,Canadá ,220,8,Adultos,2021,julio ,Sala
MUERTE AL VERANO ,Sebastián Padilla,CC,México,828,54,Adultos,2021,julio ,Sala
NO HAY MANERA ,N/A,Funcion especial,N/A,90,1,Adultos,2021,julio ,Sala
NOTAS PARA NO OLVIDAR,Hatuey Viveros,CC,México,350,27,Adultos,2021,julio ,Sala
PASTOR O IMPOSTOR,Jan Komasa,CC," Polonia, Francia",150,65,Adultos,2021,julio ,Sala / Virtual
PRESENTE PERFECTO,Shenge Zhu,CC,China,213,17,Adultos,2021,julio ,Sala
RETRATO DE UNA MADRE IMPERFECTA,Amanda Kernell,CC,Suecia,173,8,Adultos,2021,julio ,Sala
RÍO ESCONDIDO,Emiliano Fernandez,Estreno,México,889,41,Adultos,2021,julio ,Sala / Virtual
SÉ NATURAL: LA VIDA DE ALICE GUY BLACHÉ,Pamela B Green,CC,Estados Unidos ,486,29,Adultos,2021,julio ,Sala
SELVA TRÁGICA,Yulene Olaizola,CC,"México, Francia, Colombia",356,20,Adultos,2021,julio ,Sala
TE LLEVO CONMIGO,Heidi Ewing,Estreno,"México, Estados Unidos",1606,23,Adultos,2021,julio ,Sala
TINTA BRUTA,Filipe Matzembacher y Marcio Reolon,CC,Brasil,796,42,Adultos,2021,julio ,Sala
TÍO,Frelle Petersen,40 Foro Internacional de Cine,Dinamarca,331,12,Adultos,2021,julio ,Sala
TITIXE,Tania Hernández,Estreno,México,211,9,Adultos,2021,julio ,Sala
TRÓPICO FANTASMA,Das Devos,CC,Bélgica,1017,31,Adultos,2021,julio ,Sala
UNA RONDA MAS,Thomas Vinterberg,CC,"Dinamarca, Suecia, Países bajos",7229,60,Adultos,2021,julio ,Sala
VITALINA VARELA,Pedro Costa,CC,Portugal,117,8,Adultos,2021,julio ,Sala
VIVIR SU VIDA,Jean- Luc Godard,Estreno,Francia,1341,30,Adultos,2021,julio ,Sala
YUMEJI,Seijun Suzuki,Retrospectiva Seijun Suzuki,Japón,76,2,Adultos,2021,julio ,Sala
LOS INDOLENTES,José Estrada,Cine Mexicano, México,29,1,Adultos,2021,julio ,Foro
GLORIA MUNDI,Robert Guédiguian,CC,"Francia, Italia",95,5,Adultos,2021,julio ,Foro
VIDAS ERRANTES,Juan Antonio de la Riva,Cine Mexicano, México,24,1,Adultos,2021,julio ,Foro
PUEBLO DE MADERA,Juan Antonio de la Riva,Cine Mexicano,"México, España",40,1,Adultos,2021,julio ,Foro
MANIFIESTA,Sin dato,Funcion especial,Sin dato,160,1,Adultos,2021,julio ,Foro
EL AGENTE TOPO,Maite Alberdi,CC,Chile,167,4,Adultos,2021,julio ,Foro
LA OTRA VIRGINIDAD,Juan Manuel Torres,Cine Mexicano,México,23,1,Adultos,2021,julio ,Foro
MATEN AL LEÓN,José Estrada,Cine Mexicano,México,10,1,Adultos,2021,julio ,Foro
ACTA DE MARUSIA,Miguel Littin,Cine Mexicano,México,29,1,Adultos,2021,julio ,Foro
EL DESPERTAR DE NORA,Leonie Krippendorff,CC,Alemania,161,5,Adultos,2021,julio ,Foro
EL MISTERIO DEL SR. PICK,Rémi Bezancon,CC,"Francia, Belgica",32,1,Adultos,2021,julio ,Foro
EL LUGAR SIN LÍMITES,Arturo Ripstein,Cine Mexicano,México,S/F,S/F,Adultos,2021,julio ,Foro
CADENA PERPETUA,Arturo Ripstein,Cine Mexicano,México,30,1,Adultos,2021,julio ,Foro
PUEBLO DE MADERA,Juan Antonio de la Riva,Cine Mexicano,México,11,1,Adultos,2021,julio ,Foro
LA GUERRA SANTA,Carlos Enrique Taboada,Cine Mexicano,México,0,S/F,Adultos,2021,julio ,Foro
VIDAS ERRANTES,Juan Antonio de la Riva,Cine Mexicano,México,33,1,Adultos,2021,julio ,Foro
2046,Wong Kar Wai,CC,Hong Kong,2873,31,Adultos,2021,Agosto,Sala
8.5,Federico Fellini,CC,"Italia, Francia",330,7,Adultos,2021,Agosto,Sala
ABRIL Y EL MUNDO EXTRAORDINARIO,Christian Desmares y Franck Ekinci,Matiné Infantil ,"Francia, Bélgica, Candá",1,1,Niños,2021,Agosto,Sala / Virtual
ADAM,María Sólrún,CC," Alemania, Islandia, México, Estados Unidos",1313,31,Adultos,2021,Agosto,Sala
AL OTRO LADO DEL PARAÍSO,André Ristum,CC,André Ristum,37,38,Adultos,2021,Agosto,Virtual
ALELÍ,Leticia Jorge,CC,Uruguay Argentina,643,41,Adultos,2021,Agosto,Sala
ALGUIEN EN ALGÚN LUGAR,Cédric Klapisch,Estreno,Brasil,1774,38,Adultos,2021,Agosto,Sala
AMORES PERROS,Alejandro González Iñarritu,Estreno,México,2339,19,Adultos,2021,Agosto,Virtual
ANIELA,Allan Fis,Festival Macabro,México,171,1,Adultos,2021,Agosto,Sala
AS IN HEAVEN SO IN,Francesco Erba,Festival Macabro,Italia,202,2,Adultos,2021,Agosto,Sala
BAJO LA METRALLA,Felipe Cazals,Día del Cine Mexicano,México,36,1,Adultos,2021,Agosto,Sala
BEANS,Tracey Deer,MIC Género,Canadá,68,2,Adultos,2021,Agosto,Sala
BENNY LOVES YOU,Karl Holt,Festival Macabro,Reino Unido,180,1,Adultos,2021,Agosto,Sala
BLANCO EN BLANCO,Théo Court,Estreno,Chile,505,25,Adultos,2021,Agosto,Sala
BLISS,Henrika Kull,MIC Género,Alemania,89,1,Adultos,2021,Agosto,Sala
BLOODSHOT HEART,Parish Malfitano,Festival Macabro,Australia,101,1,Adultos,2021,Agosto,Sala
BUÑUEL EN EL LABERINTO DE LAS TORTUGAS,Salvador Simón,CC,"España , Paises bajos",30,38,Adultos,2021,Agosto,Virtual
CARROÑA,Luciana Garraza y Eric Fleitas,Festival Macabro,Argentina,145,1,Adultos,2021,Agosto,Sala
CARTAS MOJADAS,Paula Palacios,MIC Género,España,46,2,Adultos,2021,Agosto,Sala
CATORCE. HISTORIA DE UNA AMISTAD,Dan Sallitt,CC,Estados Unidos ,811,35,Adultos,2021,Agosto,Sala
CÓLERA MORBO,Alfonso Acosta,Festival Macabro,Colombia,48,1,Adultos,2021,Agosto,Sala
COSAS IMPOSIBLES,Wong Kar-Wai,CC,México,168,4,Adultos,2021,Agosto,Sala
COSAS QUE NO HACEMOS,Daniela Broitman,CC,México,186,19,Adultos,2021,Agosto,Sala
CUATES DE AUSTRALIA,Everardo González,Retrospectiva Everardo González,México,19,2,Adultos,2021,Agosto,Sala
CRYST,Tyler Russell,Festival Macabro,Estados Unidos ,135,1,Adultos,2021,Agosto,Sala
DAYS,Tsai Ming Liang,Estreno,Taiwán,771,25,Adultos,2021,Agosto,Sala
DINO KING,Han Sang Ho,Matiné Infantil ,Corea del Sur China,29,16,Niños,2021,Agosto,Virtual
DRÁCULA,Tod Browning,Festival Macabro,Estados Unidos ,185,1,Adultos,2021,Agosto,Sala
EL CIELO ABIERTO,Everardo González,Retrospectiva Everardo González,"México, España",33,2,Adultos,2021,Agosto,Sala
EL DIABLO ENTRE LAS PIERNAS,Arturo Ripstein,CC,"México, España",513,119,Adultos,2021,Agosto,Sala / Virtual
